Graph Name,Heuristic,Tour,Cost,Time
Rattled grid (Pulleyblank),Nearest Neighbour,0-1-2-11-10-9-19-18-27-36-28-29-30-31-40-41-42-33-32-43-35-34-25-24-23-22-14-15-16-17-8-7-6-5-4-13-3-12-21-20-37-38-47-39-49-50-51-52-53-44-62-61-60-59-48-57-58-66-67-77-76-75-84-83-82-81-90-91-92-93-94-85-86-87-78-79-70-69-68-71-80-89-88-98-97-96-95-74-73-65-64-55-56-46-45-54-63-72-26-0,1564.72,0.0205ms
