Graph File,Graph Name,Version,Heuristic,Best Cost,Avg Cost,Worst Cost,Best Time (µs),Avg Time (µs),Worst Time (µs)
eil101,101-city problem (Christofides/Eilon),Semi-Greedy 5,MST+2.5opt,662.772,675.957,693.229,2549.390,4646.011,7272.120
eil51,51-city problem (Christofides/Eilon),Greedy,NN,505.298,561.223,626.442,48.968,66.654,282.945
eil51,51-city problem (Christofides/Eilon),Greedy,NN+NSh,449.262,472.151,507.062,133.599,353.878,863.506
eil51,51-city problem (Christofides/Eilon),Greedy,NN+2opt,431.874,441.137,456.843,141.192,235.866,322.865
eil51,51-city problem (Christofides/Eilon),Greedy,NN+2.5opt,433.079,444.335,457.851,238.308,577.681,1068.090
eil51,51-city problem (Christofides/Eilon),Greedy,FI,447.543,447.543,447.543,116.313,116.313,116.313
eil51,51-city problem (Christofides/Eilon),Greedy,FI+NSh,440.856,440.856,440.856,126.012,126.012,126.012
eil51,51-city problem (Christofides/Eilon),Greedy,FI+2opt,447.543,447.543,447.543,17.816,17.816,17.816
eil51,51-city problem (Christofides/Eilon),Greedy,FI+2.5opt,442.729,442.729,442.729,106.132,106.132,106.132
eil51,51-city problem (Christofides/Eilon),Greedy,MST,566.524,601.652,621.215,19.351,21.361,44.366
eil51,51-city problem (Christofides/Eilon),Greedy,MST+NSh,456.358,478.365,507.037,164.403,305.067,482.867
eil51,51-city problem (Christofides/Eilon),Greedy,MST+2opt,432.414,444.346,462.915,156.496,269.720,570.292
eil51,51-city problem (Christofides/Eilon),Greedy,MST+2.5opt,435.161,446.184,465.816,365.180,728.038,1153.089
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,NN,664.248,774.153,908.526,203.588,242.545,428.527
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,NN+NSh,444.369,477.482,530.829,161.412,387.199,723.854
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,NN+2opt,437.067,453.792,473.337,297.143,435.086,828.568
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,NN+2.5opt,432.162,444.678,462.022,393.716,995.588,1976.673
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,FI,455.628,455.628,455.628,237.841,237.841,237.841
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,FI+NSh,453.156,453.156,453.156,97.296,97.296,97.296
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,FI+2opt,448.015,448.015,448.015,19.354,19.354,19.354
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,FI+2.5opt,436.448,436.448,436.448,78.371,78.371,78.371
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,MST,566.524,601.652,621.215,19.425,22.460,52.878
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,MST+NSh,456.358,478.365,507.037,162.840,299.474,431.713
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,MST+2opt,432.414,444.346,462.915,155.274,229.879,315.409
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 3,MST+2.5opt,435.161,446.184,465.816,398.730,731.085,1348.489
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,NN,753.675,917.052,1052.705,205.090,248.898,425.312
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,NN+NSh,445.430,483.562,528.720,236.775,403.893,689.483
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,NN+2opt,430.692,456.251,479.284,314.279,510.703,805.229
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,NN+2.5opt,435.358,444.548,467.246,617.015,1254.830,2197.060
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,FI,442.361,442.361,442.361,355.722,355.722,355.722
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,FI+NSh,441.578,441.578,441.578,200.169,200.169,200.169
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,FI+2opt,446.955,446.955,446.955,22.447,22.447,22.447
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,FI+2.5opt,438.685,438.685,438.685,156.998,156.998,156.998
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,MST,566.524,601.652,621.215,19.183,20.817,44.789
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,MST+NSh,456.358,478.365,507.037,162.347,325.452,552.460
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,MST+2opt,432.414,444.346,462.915,168.237,272.677,452.052
eil51,51-city problem (Christofides/Eilon),Semi-Greedy 5,MST+2.5opt,435.161,446.184,465.816,364.798,867.155,1452.621
eil76,76-city problem (Christofides/Eilon),Greedy,NN,614.996,665.207,730.285,98.557,129.676,562.813
eil76,76-city problem (Christofides/Eilon),Greedy,NN+NSh,574.243,595.211,627.494,301.944,635.619,1334.357
eil76,76-city problem (Christofides/Eilon),Greedy,NN+2opt,552.205,569.638,584.455,244.882,422.624,635.073
eil76,76-city problem (Christofides/Eilon),Greedy,NN+2.5opt,556.592,570.972,597.845,504.392,1186.995,2663.658
eil76,76-city problem (Christofides/Eilon),Greedy,FI,586.977,586.977,586.977,236.079,236.079,236.079
eil76,76-city problem (Christofides/Eilon),Greedy,FI+NSh,568.133,568.133,568.133,286.655,286.655,286.655
eil76,76-city problem (Christofides/Eilon),Greedy,FI+2opt,578.580,578.580,578.580,199.575,199.575,199.575
eil76,76-city problem (Christofides/Eilon),Greedy,FI+2.5opt,569.617,569.617,569.617,429.578,429.578,429.578
eil76,76-city problem (Christofides/Eilon),Greedy,MST,683.904,721.021,754.865,50.196,55.706,123.401
eil76,76-city problem (Christofides/Eilon),Greedy,MST+NSh,581.047,596.123,611.779,365.090,564.335,991.272
eil76,76-city problem (Christofides/Eilon),Greedy,MST+2opt,559.402,573.371,589.044,599.359,771.599,1181.863
eil76,76-city problem (Christofides/Eilon),Greedy,MST+2.5opt,554.436,574.650,589.729,857.168,1879.317,3281.569
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,NN,836.829,981.553,1108.225,346.205,375.585,492.545
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,NN+NSh,583.436,627.057,668.294,458.051,972.874,2660.678
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,NN+2opt,562.324,590.250,618.587,839.298,1268.582,2097.721
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,NN+2.5opt,557.184,575.085,597.614,2027.647,3681.393,6946.960
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,FI,593.442,593.442,593.442,412.005,412.005,412.005
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,FI+NSh,580.804,580.804,580.804,201.093,201.093,201.093
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,FI+2opt,566.306,566.306,566.306,185.867,185.867,185.867
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,FI+2.5opt,585.472,585.472,585.472,469.385,469.385,469.385
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,MST,683.904,721.021,754.865,45.052,51.563,103.533
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,MST+NSh,581.047,596.123,611.779,363.571,476.784,718.268
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,MST+2opt,559.402,573.371,589.044,605.940,803.483,1808.087
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 3,MST+2.5opt,554.436,574.650,589.729,880.233,2000.378,3556.108
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,NN,1002.214,1162.405,1322.958,344.561,402.055,630.224
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,NN+NSh,585.863,631.611,696.511,598.865,1023.614,2111.736
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,NN+2opt,567.978,589.514,615.971,1163.462,1646.708,3038.342
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,NN+2.5opt,558.416,574.042,603.120,2104.668,4818.017,9768.324
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,FI,571.196,571.196,571.196,524.090,524.090,524.090
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,FI+NSh,557.921,557.921,557.921,485.583,485.583,485.583
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,FI+2opt,571.686,571.686,571.686,422.036,422.036,422.036
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,FI+2.5opt,572.647,572.647,572.647,652.470,652.470,652.470
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,MST,683.904,721.021,754.865,51.846,76.257,159.148
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,MST+NSh,581.047,596.123,611.779,369.970,654.421,1168.411
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,MST+2opt,559.402,573.371,589.044,616.145,807.971,1706.812
eil76,76-city problem (Christofides/Eilon),Semi-Greedy 5,MST+2.5opt,554.436,574.650,589.729,839.737,1938.739,3146.874
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,NN,24698.497,27045.213,28694.684,186.897,236.852,1159.986
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,NN+NSh,23141.867,24324.867,25511.508,498.106,1220.146,5449.438
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,NN+2opt,21362.979,21784.372,23178.780,1099.901,1665.894,3859.271
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,NN+2.5opt,21358.399,22160.870,23782.423,970.302,3614.219,7446.900
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,FI,23374.357,23374.357,23374.357,299.949,299.949,299.949
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,FI+NSh,23009.552,23009.552,23009.552,1056.411,1056.411,1056.411
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,FI+2opt,23009.552,23009.552,23009.552,701.773,701.773,701.773
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,FI+2.5opt,23009.552,23009.552,23009.552,1231.175,1231.175,1231.175
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,MST,27357.370,29124.918,31430.218,116.777,192.512,632.192
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,MST+NSh,24234.614,25754.771,26682.021,701.329,1525.776,4077.546
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,MST+2opt,21841.666,22086.649,22537.594,1693.535,2348.065,4620.103
kroA100,100-city problem A (Krolak/Felts/Nelson),Greedy,MST+2.5opt,21443.109,22564.127,23592.195,2301.976,4890.939,12100.173
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,NN,37757.564,45263.853,52895.250,508.182,567.646,976.721
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,NN+NSh,22793.722,26690.310,31944.519,1085.532,2194.495,4523.050
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,NN+2opt,21681.069,23063.221,24416.316,2801.048,3942.861,6145.477
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,NN+2.5opt,21358.399,22442.831,23996.125,5115.670,10314.077,26371.542
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,FI,23296.730,23296.730,23296.730,883.469,883.469,883.469
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,FI+NSh,22818.044,22818.044,22818.044,1265.696,1265.696,1265.696
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,FI+2opt,21884.415,21884.415,21884.415,802.489,802.489,802.489
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,FI+2.5opt,21593.575,21593.575,21593.575,1053.275,1053.275,1053.275
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,MST,27357.370,29124.918,31430.218,113.969,143.071,297.297
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,MST+NSh,24234.614,25754.771,26682.021,645.075,1650.674,3742.648
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,MST+2opt,21841.666,22086.649,22537.594,1629.987,2200.011,3739.597
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 3,MST+2.5opt,21443.109,22564.127,23592.195,2380.610,4571.713,7551.786
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,NN,48448.636,58046.046,67520.254,507.067,543.928,652.636
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,NN+NSh,23313.469,27776.829,33513.607,1347.330,2454.958,4578.635
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,NN+2opt,21469.152,22886.435,24523.059,3678.565,4855.518,8385.547
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,NN+2.5opt,21380.916,22452.030,24227.049,5673.173,13159.760,22952.981
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,FI,23484.283,23484.283,23484.283,923.565,923.565,923.565
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,FI+NSh,23131.698,23131.698,23131.698,1387.972,1387.972,1387.972
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,FI+2opt,22128.074,22128.074,22128.074,444.696,444.696,444.696
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,FI+2.5opt,22167.878,22167.878,22167.878,1210.218,1210.218,1210.218
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,MST,27357.370,29124.918,31430.218,112.569,140.598,1009.154
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,MST+NSh,24234.614,25754.771,26682.021,646.384,1671.112,5015.411
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,MST+2opt,21841.666,22086.649,22537.594,1769.233,2623.920,4211.498
kroA100,100-city problem A (Krolak/Felts/Nelson),Semi-Greedy 5,MST+2.5opt,21443.109,22564.127,23592.195,2454.762,4711.088,9316.940
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,NN,25882.973,27906.934,30371.786,187.231,226.152,1331.484
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,NN+NSh,23796.734,25083.930,27544.378,707.387,1563.449,10557.528
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,NN+2opt,22346.609,22820.232,23958.842,862.560,1209.167,2094.766
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,NN+2.5opt,22326.019,22998.358,24310.485,1343.361,3135.677,5565.841
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,FI,24034.635,24034.635,24034.635,542.006,542.006,542.006
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,FI+NSh,23655.264,23655.264,23655.264,857.067,857.067,857.067
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,FI+2opt,23201.508,23201.508,23201.508,713.358,713.358,713.358
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,FI+2.5opt,23189.207,23189.207,23189.207,1735.498,1735.498,1735.498
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,MST,27838.088,28782.685,30097.439,113.310,144.088,253.988
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,MST+NSh,24305.863,24922.771,25789.463,1153.373,1396.002,3711.843
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,MST+2opt,22780.382,22963.243,23395.054,1029.363,1263.655,1763.393
kroB100,100-city problem B (Krolak/Felts/Nelson),Greedy,MST+2.5opt,22736.423,23335.842,24410.225,1925.612,4061.307,8415.659
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,NN,39777.547,46132.585,55228.420,509.832,545.342,748.244
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,NN+NSh,24339.670,27501.555,31479.523,1123.539,2122.796,3791.589
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,NN+2opt,22505.500,23824.376,26662.259,2686.789,3942.262,6786.877
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,NN+2.5opt,22323.333,23304.574,24418.262,5403.043,9343.316,14502.023
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,FI,23134.303,23134.303,23134.303,1065.596,1065.596,1065.596
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,FI+NSh,23002.888,23002.888,23002.888,760.806,760.806,760.806
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,FI+2opt,23013.888,23013.888,23013.888,547.464,547.464,547.464
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,FI+2.5opt,23344.434,23344.434,23344.434,210.333,210.333,210.333
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,MST,27838.088,28782.685,30097.439,110.600,122.394,182.727
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,MST+NSh,24305.863,24922.771,25789.463,1076.449,1298.852,2220.849
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,MST+2opt,22780.382,22963.243,23395.054,1032.695,1324.066,2479.711
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 3,MST+2.5opt,22736.423,23335.842,24410.225,1739.726,3727.593,8075.762
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,NN,48633.293,57205.715,65254.171,509.408,628.508,1372.510
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,NN+NSh,24896.882,28187.195,32413.336,1429.139,2518.655,5358.201
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,NN+2opt,22655.471,23791.661,25384.539,3568.337,4692.854,6691.250
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,NN+2.5opt,22422.611,23426.839,24245.236,5770.153,12406.374,21841.652
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,FI,24359.346,24359.346,24359.346,691.508,691.508,691.508
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,FI+NSh,23662.854,23662.854,23662.854,695.188,695.188,695.188
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,FI+2opt,23285.772,23285.772,23285.772,124.041,124.041,124.041
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,FI+2.5opt,23461.990,23461.990,23461.990,755.332,755.332,755.332
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,MST,27838.088,28782.685,30097.439,111.756,123.563,239.915
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,MST+NSh,24305.863,24922.771,25789.463,1065.270,1691.950,13507.419
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,MST+2opt,22780.382,22963.243,23395.054,1053.674,1653.040,3056.426
kroB100,100-city problem B (Krolak/Felts/Nelson),Semi-Greedy 5,MST+2.5opt,22736.423,23335.842,24410.225,1846.439,3684.748,7740.937
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,NN,23566.403,26227.273,29393.726,190.408,257.727,1119.711
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,NN+NSh,21813.025,23602.755,25894.714,671.405,1213.071,2249.424
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,NN+2opt,20996.576,21721.108,22816.341,913.619,1330.161,1758.974
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,NN+2.5opt,20929.788,21768.487,22865.712,1293.558,3219.974,7788.063
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,FI,21817.790,21817.790,21817.790,517.698,517.698,517.698
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,FI+NSh,21087.652,21087.652,21087.652,796.296,796.296,796.296
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,FI+2opt,21154.583,21154.583,21154.583,395.949,395.949,395.949
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,FI+2.5opt,21154.583,21154.583,21154.583,701.654,701.654,701.654
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,MST,27400.382,28252.733,28872.616,130.258,146.911,259.831
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,MST+NSh,23285.876,23791.700,24542.358,820.602,1218.093,3099.004
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,MST+2opt,21662.331,21913.572,22673.974,1492.263,2292.469,9707.644
kroC100,100-city problem C (Krolak/Felts/Nelson),Greedy,MST+2.5opt,20954.205,22267.202,23593.502,2199.401,4615.466,7753.545
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,NN,37543.631,44835.577,53793.581,511.583,608.325,967.437
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,NN+NSh,22826.416,26251.632,30956.281,1243.406,2994.782,6265.015
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,NN+2opt,21003.659,22481.422,24023.465,2982.655,4141.165,6975.483
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,NN+2.5opt,20813.270,21915.216,23113.739,4666.123,10411.590,19028.077
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,FI,21395.030,21395.030,21395.030,854.784,854.784,854.784
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,FI+NSh,21395.030,21395.030,21395.030,255.517,255.517,255.517
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,FI+2opt,21694.336,21694.336,21694.336,183.163,183.163,183.163
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,FI+2.5opt,22033.785,22033.785,22033.785,1599.291,1599.291,1599.291
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,MST,27400.382,28252.733,28872.616,129.456,176.624,237.949
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,MST+NSh,23285.876,23791.700,24542.358,807.300,1313.969,2677.715
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,MST+2opt,21662.331,21913.572,22673.974,1377.990,1826.575,3183.665
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 3,MST+2.5opt,20954.205,22267.202,23593.502,2240.444,4153.419,8653.016
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,NN,49518.661,57472.359,66789.434,505.265,571.404,875.054
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,NN+NSh,22316.389,27499.392,33803.202,1495.321,2823.061,5874.406
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,NN+2opt,20813.270,22414.139,24320.734,3403.087,5075.318,16555.843
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,NN+2.5opt,20946.730,21907.708,23724.656,6158.379,12845.542,19320.649
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,FI,21904.110,21904.110,21904.110,667.295,667.295,667.295
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,FI+NSh,21634.643,21634.643,21634.643,542.430,542.430,542.430
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,FI+2opt,21657.308,21657.308,21657.308,122.448,122.448,122.448
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,FI+2.5opt,20888.412,20888.412,20888.412,146.606,146.606,146.606
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,MST,27400.382,28252.733,28872.616,129.022,139.147,177.338
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,MST+NSh,23285.876,23791.700,24542.358,803.171,1206.430,5326.888
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,MST+2opt,21662.331,21913.572,22673.974,1338.685,1657.009,2680.459
kroC100,100-city problem C (Krolak/Felts/Nelson),Semi-Greedy 5,MST+2.5opt,20954.205,22267.202,23593.502,1922.464,3941.870,7842.888
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,NN,24855.799,27482.280,29998.135,191.453,227.459,1027.829
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,NN+NSh,23942.096,25387.164,27160.316,696.790,1312.875,2943.188
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,NN+2opt,21551.933,22276.791,23199.614,793.728,1599.612,2916.031
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,NN+2.5opt,21575.062,22518.433,23611.264,1549.109,3357.148,5545.567
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,FI,22361.485,22361.485,22361.485,476.086,476.086,476.086
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,FI+NSh,22229.293,22229.293,22229.293,843.647,843.647,843.647
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,FI+2opt,22331.485,22331.485,22331.485,198.564,198.564,198.564
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,FI+2.5opt,22331.485,22331.485,22331.485,270.569,270.569,270.569
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,MST,27737.232,28492.896,29577.699,153.053,195.680,386.411
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,MST+NSh,22985.708,23612.780,24278.636,695.642,1514.047,11367.469
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,MST+2opt,22411.589,22889.354,23216.403,1284.816,1649.248,2665.459
kroD100,100-city problem D (Krolak/Felts/Nelson),Greedy,MST+2.5opt,21536.159,22423.061,23842.806,2052.304,4755.861,10373.930
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,NN,39631.675,44789.228,51652.886,510.641,560.333,1223.724
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,NN+NSh,23738.593,26893.554,30915.385,1104.075,2052.390,4493.017
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,NN+2opt,21798.837,22905.605,25208.551,2774.139,3914.914,5778.496
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,NN+2.5opt,21500.139,22505.433,24165.712,4336.123,10620.594,16197.344
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,FI,22011.226,22011.226,22011.226,655.369,655.369,655.369
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,FI+NSh,21856.229,21856.229,21856.229,363.071,363.071,363.071
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,FI+2opt,21980.673,21980.673,21980.673,244.271,244.271,244.271
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,FI+2.5opt,22830.173,22830.173,22830.173,564.872,564.872,564.872
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,MST,27737.232,28492.896,29577.699,149.273,185.853,495.257
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,MST+NSh,22985.708,23612.780,24278.636,673.574,1160.017,1878.158
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,MST+2opt,22411.589,22889.354,23216.403,1273.240,1592.973,2159.054
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 3,MST+2.5opt,21536.159,22423.061,23842.806,1882.101,4718.025,10084.147
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,NN,49745.549,56732.483,70491.812,510.183,557.409,779.599
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,NN+NSh,24525.788,28002.936,34398.239,1222.917,2467.521,4694.537
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,NN+2opt,21894.796,22983.541,24761.343,3351.504,4805.142,7366.297
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,NN+2.5opt,21441.646,22572.704,23888.436,5187.277,13238.172,34153.698
