Graph File,Graph Name,Version,Heuristic,Best Cost,Avg Cost,Worst Cost,Best Time (µs),Avg Time (µs),Worst Time (µs)
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,FI,22432.724,22432.724,22432.724,819.136,819.136,819.136
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,FI+NSh,22164.137,22164.137,22164.137,882.759,882.759,882.759
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,FI+2opt,22252.153,22252.153,22252.153,315.478,315.478,315.478
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,FI+2.5opt,22825.574,22825.574,22825.574,1145.619,1145.619,1145.619
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,MST,27737.232,28492.896,29577.699,147.399,161.848,365.826
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,MST+NSh,22985.708,23612.780,24278.636,677.954,1164.128,2083.377
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,MST+2opt,22411.589,22889.354,23216.403,1278.098,1674.769,2841.706
kroD100,100-city problem D (Krolak/Felts/Nelson),Semi-Greedy 5,MST+2.5opt,21536.159,22423.061,23842.806,2039.635,4846.976,9218.070
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,NN,24907.022,27496.973,30696.613,185.149,228.463,1293.890
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,NN+NSh,23354.156,24726.234,26694.044,506.950,1288.086,2916.836
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,NN+2opt,22407.486,22957.951,23556.195,1102.704,1836.257,4689.943
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,NN+2.5opt,22430.822,23064.165,24236.847,1380.307,3418.449,7323.407
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,FI,23603.608,23603.608,23603.608,294.620,294.620,294.620
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,FI+NSh,23071.423,23071.423,23071.423,352.276,352.276,352.276
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,FI+2opt,23113.779,23113.779,23113.779,581.543,581.543,581.543
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,FI+2.5opt,23071.423,23071.423,23071.423,1283.385,1283.385,1283.385
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,MST,29752.881,31054.184,32272.236,153.995,166.913,265.939
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,MST+NSh,24993.232,26983.152,27882.576,814.743,1324.634,2953.435
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,MST+2opt,22234.125,22558.162,23769.302,1524.598,1954.948,3444.300
kroE100,100-city problem E (Krolak/Felts/Nelson),Greedy,MST+2.5opt,22162.309,23514.068,25113.107,1829.750,4384.814,9467.717
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,NN,38135.633,46494.489,55509.770,510.236,577.522,782.492
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,NN+NSh,24039.281,27023.440,33074.652,1087.868,2288.394,4860.500
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,NN+2opt,22504.479,23607.335,25460.534,2320.718,3785.032,6199.096
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,NN+2.5opt,22311.823,23172.956,24421.247,5192.097,9546.920,14401.762
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,FI,23213.415,23213.415,23213.415,618.356,618.356,618.356
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,FI+NSh,22967.915,22967.915,22967.915,519.692,519.692,519.692
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,FI+2opt,23006.679,23006.679,23006.679,86.364,86.364,86.364
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,FI+2.5opt,22787.649,22787.649,22787.649,338.612,338.612,338.612
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,MST,29752.881,31054.184,32272.236,154.944,173.726,236.372
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,MST+NSh,24993.232,26983.152,27882.576,638.184,1277.285,2598.224
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,MST+2opt,22234.125,22558.162,23769.302,1550.328,2346.648,7429.884
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 3,MST+2.5opt,22162.309,23514.068,25113.107,2188.949,4742.661,9657.274
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,NN,48906.535,57898.755,70020.729,507.903,570.293,716.572
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,NN+NSh,24098.807,27423.676,34279.465,1401.537,2639.465,4944.308
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,NN+2opt,22506.963,23643.942,24930.902,3659.246,4726.870,7067.533
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,NN+2.5opt,22360.152,23264.028,24521.792,7055.392,13136.574,23677.759
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,FI,23997.466,23997.466,23997.466,863.066,863.066,863.066
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,FI+NSh,23112.741,23112.741,23112.741,1110.764,1110.764,1110.764
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,FI+2opt,22623.716,22623.716,22623.716,451.386,451.386,451.386
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,FI+2.5opt,23173.973,23173.973,23173.973,1054.736,1054.736,1054.736
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,MST,29752.881,31054.184,32272.236,156.547,172.400,206.978
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,MST+NSh,24993.232,26983.152,27882.576,702.752,1287.058,2072.800
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,MST+2opt,22234.125,22558.162,23769.302,1662.493,2011.804,3036.674
kroE100,100-city problem E (Krolak/Felts/Nelson),Semi-Greedy 5,MST+2.5opt,22162.309,23514.068,25113.107,1840.678,4354.079,8425.978
lin105,105-city problem (Subproblem of lin318),Greedy,NN,16939.441,18710.885,20590.263,148.381,200.241,2561.087
lin105,105-city problem (Subproblem of lin318),Greedy,NN+NSh,15026.924,16475.870,18098.085,953.413,1693.619,4443.042
lin105,105-city problem (Subproblem of lin318),Greedy,NN+2opt,14501.770,14881.512,15589.487,1018.297,1786.302,3918.556
lin105,105-city problem (Subproblem of lin318),Greedy,NN+2.5opt,14382.996,15018.334,16042.040,1792.702,4989.446,11556.569
lin105,105-city problem (Subproblem of lin318),Greedy,FI,15411.964,15411.964,15411.964,448.684,448.684,448.684
lin105,105-city problem (Subproblem of lin318),Greedy,FI+NSh,15157.168,15157.168,15157.168,1584.509,1584.509,1584.509
lin105,105-city problem (Subproblem of lin318),Greedy,FI+2opt,15272.369,15272.369,15272.369,440.643,440.643,440.643
lin105,105-city problem (Subproblem of lin318),Greedy,FI+2.5opt,15157.168,15157.168,15157.168,802.762,802.762,802.762
lin105,105-city problem (Subproblem of lin318),Greedy,MST,19241.547,20028.797,21170.848,263.277,284.262,405.076
lin105,105-city problem (Subproblem of lin318),Greedy,MST+NSh,16071.050,16736.007,17643.593,1091.143,1521.887,2810.282
lin105,105-city problem (Subproblem of lin318),Greedy,MST+2opt,14746.656,15249.896,16069.321,1422.534,2299.753,14139.734
lin105,105-city problem (Subproblem of lin318),Greedy,MST+2.5opt,14509.962,15267.145,16228.762,2505.390,5386.456,12049.033
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,NN,27469.205,32200.074,37638.594,511.182,578.534,972.760
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,NN+NSh,15781.595,18172.664,20757.998,1224.141,2558.378,5428.114
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,NN+2opt,14539.867,15317.621,16965.072,3632.759,4850.793,7838.201
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,NN+2.5opt,14484.107,15123.168,16423.675,5736.091,12308.816,19696.245
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,FI,15249.893,15249.893,15249.893,710.239,710.239,710.239
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,FI+NSh,14756.306,14756.306,14756.306,961.797,961.797,961.797
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,FI+2opt,14896.550,14896.550,14896.550,267.787,267.787,267.787
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,FI+2.5opt,14690.975,14690.975,14690.975,751.324,751.324,751.324
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,MST,19241.547,20028.797,21170.848,263.868,274.437,347.120
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,MST+NSh,16071.050,16736.007,17643.593,1073.055,1533.429,2561.755
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,MST+2opt,14746.656,15249.896,16069.321,1396.029,1941.545,3119.835
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 3,MST+2.5opt,14509.962,15267.145,16228.762,2386.298,5370.347,13390.616
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,NN,34450.825,42427.087,49586.139,510.882,591.716,1128.630
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,NN+NSh,16154.506,19132.184,22525.078,1519.308,3600.046,14158.555
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,NN+2opt,14558.641,15321.202,16277.238,4273.065,5642.105,10932.317
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,NN+2.5opt,14469.400,15156.386,16097.325,6260.487,15424.336,22572.178
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,FI,15880.273,15880.273,15880.273,711.276,711.276,711.276
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,FI+NSh,15495.187,15495.187,15495.187,790.016,790.016,790.016
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,FI+2opt,15443.233,15443.233,15443.233,360.738,360.738,360.738
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,FI+2.5opt,15012.978,15012.978,15012.978,369.919,369.919,369.919
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,MST,19241.547,20028.797,21170.848,266.444,287.128,390.399
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,MST+NSh,16071.050,16736.007,17643.593,1103.974,1558.320,2659.859
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,MST+2opt,14746.656,15249.896,16069.321,1437.100,1947.162,3436.165
lin105,105-city problem (Subproblem of lin318),Semi-Greedy 5,MST+2.5opt,14509.962,15267.145,16228.762,2229.923,5777.408,13340.204
lin318,318-city problem (Lin/Kernighan),Greedy,NN,49215.613,52567.330,58862.763,2063.141,2418.734,12623.374
lin318,318-city problem (Lin/Kernighan),Greedy,NN+NSh,46061.046,47953.163,51686.612,10477.016,15728.188,65151.276
lin318,318-city problem (Lin/Kernighan),Greedy,NN+2opt,42686.038,44167.456,45134.647,27615.313,38469.461,59204.115
lin318,318-city problem (Lin/Kernighan),Greedy,NN+2.5opt,43142.789,44543.505,46440.612,46139.428,103393.591,198977.509
lin318,318-city problem (Lin/Kernighan),Greedy,FI,45875.349,45875.349,45875.349,6759.515,6759.515,6759.515
lin318,318-city problem (Lin/Kernighan),Greedy,FI+NSh,44603.489,44603.489,44603.489,7042.831,7042.831,7042.831
lin318,318-city problem (Lin/Kernighan),Greedy,FI+2opt,44815.932,44815.932,44815.932,12426.276,12426.276,12426.276
lin318,318-city problem (Lin/Kernighan),Greedy,FI+2.5opt,44234.816,44234.816,44234.816,32558.102,32558.102,32558.102
lin318,318-city problem (Lin/Kernighan),Greedy,MST,57824.242,59739.123,60989.051,1906.398,2134.871,4321.519
lin318,318-city problem (Lin/Kernighan),Greedy,MST+NSh,47160.420,49617.423,50923.809,12277.891,19282.093,42563.193
lin318,318-city problem (Lin/Kernighan),Greedy,MST+2opt,44474.339,45061.234,45755.304,46290.218,53342.649,91564.504
lin318,318-city problem (Lin/Kernighan),Greedy,MST+2.5opt,42846.031,44780.233,45941.568,102404.927,177765.522,337188.354
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,NN,79956.536,91604.093,103591.205,3096.770,3794.282,14690.720
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,NN+NSh,51352.756,56209.846,62090.676,17311.232,31200.581,205237.571
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,NN+2opt,43929.330,45420.667,47689.152,106023.280,128238.513,237329.774
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,NN+2.5opt,43587.265,44936.890,46673.319,202399.912,412651.700,1347991.360
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,FI,45496.604,45496.604,45496.604,6550.157,6550.157,6550.157
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,FI+NSh,45036.703,45036.703,45036.703,10424.764,10424.764,10424.764
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,FI+2opt,45682.144,45682.144,45682.144,8886.640,8886.640,8886.640
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,FI+2.5opt,46001.039,46001.039,46001.039,26810.986,26810.986,26810.986
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,MST,57824.242,59739.123,60989.051,1904.340,2078.289,6000.354
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,MST+NSh,47160.420,49617.423,50923.809,10779.191,21902.211,57306.185
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,MST+2opt,44474.339,45061.234,45755.304,48071.914,71246.125,219423.835
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 3,MST+2.5opt,42846.031,44780.233,45941.568,101179.896,181187.072,277316.600
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,NN,102409.172,117289.997,135459.471,3119.083,3380.714,7177.074
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,NN+NSh,54070.170,60019.263,66785.426,18056.053,34043.170,80433.132
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,NN+2opt,43790.268,45543.689,48011.455,132273.270,158981.517,277906.738
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,NN+2.5opt,43371.741,44845.628,46879.598,263996.845,508176.171,815334.765
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,FI,45819.533,45819.533,45819.533,4774.099,4774.099,4774.099
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,FI+NSh,44914.484,44914.484,44914.484,9032.381,9032.381,9032.381
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,FI+2opt,44630.513,44630.513,44630.513,7275.749,7275.749,7275.749
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,FI+2.5opt,44713.144,44713.144,44713.144,38551.370,38551.370,38551.370
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,MST,57824.242,59739.123,60989.051,1912.569,2212.415,3825.831
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,MST+NSh,47160.420,49617.423,50923.809,11378.012,19439.893,82986.213
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,MST+2opt,44474.339,45061.234,45755.304,45712.630,55381.518,130784.015
lin318,318-city problem (Lin/Kernighan),Semi-Greedy 5,MST+2.5opt,42846.031,44780.233,45941.568,104862.293,182965.725,341762.925
pr124,124-city problem (Padberg/Rinaldi),Greedy,NN,66877.983,71970.685,78689.075,218.069,287.332,3704.347
pr124,124-city problem (Padberg/Rinaldi),Greedy,NN+NSh,60134.761,64896.708,72998.498,811.150,2785.921,13579.880
pr124,124-city problem (Padberg/Rinaldi),Greedy,NN+2opt,59086.810,60517.854,63295.666,1139.438,2356.998,7990.440
pr124,124-city problem (Padberg/Rinaldi),Greedy,NN+2.5opt,59245.929,60971.304,64367.795,1619.438,4947.544,16771.048
pr124,124-city problem (Padberg/Rinaldi),Greedy,FI,61645.070,61645.070,61645.070,617.006,617.006,617.006
pr124,124-city problem (Padberg/Rinaldi),Greedy,FI+NSh,61645.070,61645.070,61645.070,389.127,389.127,389.127
pr124,124-city problem (Padberg/Rinaldi),Greedy,FI+2opt,61645.070,61645.070,61645.070,149.373,149.373,149.373
pr124,124-city problem (Padberg/Rinaldi),Greedy,FI+2.5opt,61645.070,61645.070,61645.070,240.481,240.481,240.481
pr124,124-city problem (Padberg/Rinaldi),Greedy,MST,78379.929,80650.380,82969.262,290.197,320.898,555.529
pr124,124-city problem (Padberg/Rinaldi),Greedy,MST+NSh,61118.848,63613.846,66159.128,1319.717,2466.899,7211.388
pr124,124-city problem (Padberg/Rinaldi),Greedy,MST+2opt,59968.310,60918.602,62778.643,1889.175,2916.082,4590.829
pr124,124-city problem (Padberg/Rinaldi),Greedy,MST+2.5opt,59396.847,61225.999,65095.661,2620.483,5338.740,11013.566
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN,112379.839,135250.182,157115.506,636.140,698.595,1134.300
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN+NSh,62957.278,73703.125,86503.627,1924.965,4538.101,14413.479
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN+2opt,59309.920,61485.209,66839.862,6471.216,8031.262,10486.790
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN+2.5opt,59245.929,61432.788,65535.740,8475.161,19497.996,36637.139
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI,61473.371,61473.371,61473.371,878.784,878.784,878.784
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI+NSh,60505.475,60505.475,60505.475,656.200,656.200,656.200
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI+2opt,59961.454,59961.454,59961.454,1319.982,1319.982,1319.982
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI+2.5opt,61838.992,61838.992,61838.992,224.141,224.141,224.141
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST,78379.929,80650.380,82969.262,289.376,331.750,554.393
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST+NSh,61118.848,63613.846,66159.128,1271.090,2377.063,5127.057
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST+2opt,59968.310,60918.602,62778.643,1965.301,3077.073,7252.642
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST+2.5opt,59396.847,61225.999,65095.661,2607.313,5382.228,10622.773
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN,153139.544,182773.683,211858.237,645.514,705.318,998.266
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN+NSh,64776.816,77455.289,100241.706,2457.369,5190.373,11259.122
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN+2opt,59074.800,61685.727,68059.105,7957.657,9817.976,15228.377
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN+2.5opt,59381.012,61312.002,65005.045,12618.441,24139.507,36242.425
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI,60391.690,60391.690,60391.690,1122.624,1122.624,1122.624
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI+NSh,59555.077,59555.077,59555.077,1062.040,1062.040,1062.040
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI+2opt,60879.408,60879.408,60879.408,94.369,94.369,94.369
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI+2.5opt,61078.430,61078.430,61078.430,1719.528,1719.528,1719.528
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST,78379.929,80650.380,82969.262,290.542,307.063,459.285
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST+NSh,61118.848,63613.846,66159.128,1313.629,2350.091,5435.591
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST+2opt,59968.310,60918.602,62778.643,1813.720,2882.576,4143.734
pr124,124-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST+2.5opt,59396.847,61225.999,65095.661,2945.201,6545.514,18030.403
pr144,144-city problem (Padberg/Rinaldi),Greedy,NN,60963.265,65688.601,78701.260,293.524,390.107,5342.804
pr144,144-city problem (Padberg/Rinaldi),Greedy,NN+NSh,60363.761,63453.092,74864.108,1480.953,2856.449,8126.736
pr144,144-city problem (Padberg/Rinaldi),Greedy,NN+2opt,58669.427,59782.987,61243.805,898.867,2353.946,5772.527
pr144,144-city problem (Padberg/Rinaldi),Greedy,NN+2.5opt,58535.222,60546.557,65442.985,1610.347,5012.925,19204.536
pr144,144-city problem (Padberg/Rinaldi),Greedy,FI,62521.615,62521.615,62521.615,652.642,652.642,652.642
pr144,144-city problem (Padberg/Rinaldi),Greedy,FI+NSh,62488.064,62488.064,62488.064,1255.218,1255.218,1255.218
pr144,144-city problem (Padberg/Rinaldi),Greedy,FI+2opt,62521.615,62521.615,62521.615,208.390,208.390,208.390
pr144,144-city problem (Padberg/Rinaldi),Greedy,FI+2.5opt,62521.615,62521.615,62521.615,336.233,336.233,336.233
pr144,144-city problem (Padberg/Rinaldi),Greedy,MST,76263.016,80535.209,83998.361,438.044,534.440,873.202
pr144,144-city problem (Padberg/Rinaldi),Greedy,MST+NSh,67511.088,75703.943,80259.178,1429.628,3691.496,14971.275
pr144,144-city problem (Padberg/Rinaldi),Greedy,MST+2opt,58687.796,59124.273,60537.860,2423.951,3413.398,5225.706
pr144,144-city problem (Padberg/Rinaldi),Greedy,MST+2.5opt,58587.142,60883.704,68309.717,2220.313,6812.106,13905.982
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN,112718.217,146480.681,174776.932,779.521,874.708,1640.544
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN+NSh,66088.707,81883.090,112791.225,3286.919,6291.792,14826.101
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN+2opt,58552.985,60605.578,66411.223,10649.258,13503.585,21020.958
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN+2.5opt,58535.222,61034.856,66710.717,15690.266,30274.453,62662.034
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI,59419.716,59419.716,59419.716,1336.585,1336.585,1336.585
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI+NSh,59171.128,59171.128,59171.128,1859.191,1859.191,1859.191
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI+2opt,59464.442,59464.442,59464.442,824.155,824.155,824.155
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI+2.5opt,61420.812,61420.812,61420.812,1434.826,1434.826,1434.826
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST,76263.016,80535.209,83998.361,432.247,453.965,846.042
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST+NSh,67511.088,75703.943,80259.178,1471.735,3276.036,7779.789
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST+2opt,58687.796,59124.273,60537.860,2425.254,3309.080,4993.236
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST+2.5opt,58587.142,60883.704,68309.717,2227.317,6660.555,13728.535
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN,173946.364,205943.708,244543.166,788.122,882.383,1789.547
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN+NSh,70638.267,87793.929,107972.499,4525.418,8413.816,20579.723
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN+2opt,58535.222,60516.317,65892.876,12878.581,16264.319,23215.183
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,NN+2.5opt,58635.876,60892.580,66658.868,20185.530,39627.547,68469.038
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI,59587.543,59587.543,59587.543,1072.879,1072.879,1072.879
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI+NSh,59553.991,59553.991,59553.991,1156.961,1156.961,1156.961
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI+2opt,59334.830,59334.830,59334.830,928.072,928.072,928.072
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,FI+2.5opt,61637.141,61637.141,61637.141,1467.336,1467.336,1467.336
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST,76263.016,80535.209,83998.361,434.777,487.597,1260.928
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST+NSh,67511.088,75703.943,80259.178,1461.469,3500.263,10975.066
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST+2opt,58687.796,59124.273,60537.860,2696.621,4005.483,9035.994
pr144,144-city problem (Padberg/Rinaldi),Semi-Greedy 5,MST+2.5opt,58587.142,60883.704,68309.717,2401.335,7437.421,14879.825
pr76,76-city problem (Padberg/Rinaldi),Greedy,NN,130921.005,147162.785,157075.977,79.376,153.660,3167.138
pr76,76-city problem (Padberg/Rinaldi),Greedy,NN+NSh,114850.390,127585.430,137701.647,395.583,835.619,1613.299
pr76,76-city problem (Padberg/Rinaldi),Greedy,NN+2opt,108879.744,113244.265,118976.572,553.171,1077.904,3055.342
pr76,76-city problem (Padberg/Rinaldi),Greedy,NN+2.5opt,108879.744,113124.160,118961.249,812.093,1784.359,3230.847
pr76,76-city problem (Padberg/Rinaldi),Greedy,FI,119648.865,119648.865,119648.865,231.626,231.626,231.626
pr76,76-city problem (Padberg/Rinaldi),Greedy,FI+NSh,117638.942,117638.942,117638.942,277.246,277.246,277.246
pr76,76-city problem (Padberg/Rinaldi),Greedy,FI+2opt,114571.908,114571.908,114571.908,270.932,270.932,270.932
pr76,76-city problem (Padberg/Rinaldi),Greedy,FI+2.5opt,113156.639,113156.639,113156.639,517.845,517.845,517.845
pr76,76-city problem (Padberg/Rinaldi),Greedy,MST,142681.374,146013.498,148681.681,76.095,93.831,208.788
pr76,76-city problem (Padberg/Rinaldi),Greedy,MST+NSh,121746.716,128202.461,130684.014,393.591,660.033,1260.736
pr76,76-city problem (Padberg/Rinaldi),Greedy,MST+2opt,111037.388,114490.946,116714.583,350.656,585.186,972.903
pr76,76-city problem (Padberg/Rinaldi),Greedy,MST+2.5opt,109356.797,112946.754,119721.761,636.288,1744.938,3746.684
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN,186135.810,221604.649,276738.486,334.920,422.371,1118.907
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN+NSh,117435.505,129382.115,145377.957,628.662,1247.872,2261.215
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN+2opt,109755.435,114327.066,129452.833,1294.045,1730.982,2857.425
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,NN+2.5opt,108159.438,113423.433,119357.004,1780.168,4370.078,9730.851
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI,115671.278,115671.278,115671.278,922.781,922.781,922.781
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI+NSh,114592.379,114592.379,114592.379,338.753,338.753,338.753
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI+2opt,113572.241,113572.241,113572.241,91.190,91.190,91.190
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,FI+2.5opt,111312.675,111312.675,111312.675,244.486,244.486,244.486
pr76,76-city problem (Padberg/Rinaldi),Semi-Greedy 3,MST,142681.374,146013.498,148681.681,78.926,104.844,244.036
